"Sex","AGE","Thrown Out","Injury Extent","Seat Belt"
"Female","028","Unknown","Fatal","Not Worn"
"Male","034","Thrown Out","Admitted to Hospital","Not Worn"
"Male","044","Thrown Out","Treated at Hospital","Not Worn"
"Male","050","Unknown","By Private","Not Worn"
"Male","025","Thrown Out","Admitted to Hospital","Not Worn"
"Male","049","Thrown Out","Treated at Hospital","Not Worn"
"Male","025","Thrown Out","Treated at Hospital","Not Worn"
"Male","017","Thrown Out","Admitted to Hospital","Not Worn"
"Female","039","Thrown Out","Admitted to Hospital","Not Worn"
"Male","072","Thrown Out","Admitted to Hospital","Not Worn"
"Male","048","Thrown Out","Admitted to Hospital","Not Worn"
"Male","050","Thrown Out","Admitted to Hospital","Not Worn"
"Male","060","Thrown Out","Treated at Hospital","Not Worn"
"Female","057","Thrown Out","Treated at Hospital","Not Worn"
"Male","023","Thrown Out","Treated at Hospital","Not Worn"
"Female","079","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","031","Thrown Out","Fatal","Not Worn"
"Male","057","Thrown Out","Admitted to Hospital","Not Worn"
"Male","046","Thrown Out","Admitted to Hospital","Not Worn"
"Male","018","Thrown Out","Admitted to Hospital","Not Worn"
"Male","054","Thrown Out","Admitted to Hospital","Not Worn"
"Male","019","Thrown Out","Admitted to Hospital","Not Worn"
"Male","026","Thrown Out","Treated at Hospital","Not Fitted"
"Female","027","Thrown Out","Admitted to Hospital","Not Worn"
"Male","020","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Female","029","Unknown","Treated at Hospital","Not Worn"
"Male","035","Thrown Out","Treated at Hospital","Not Worn"
"Unknown","XXX","Thrown Out","By Private","Not Worn"
"Male","042","Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","036","Thrown Out","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","By Private","Not Worn"
"Female","041","Unknown","Treated at Hospital","Not Worn"
"Male","059","Thrown Out","Admitted to Hospital","Not Worn"
"Male","056","Thrown Out","Admitted to Hospital","Not Worn"
"Female","049","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","054","Thrown Out","Admitted to Hospital","Not Worn"
"Female","042","Thrown Out","Treated at Hospital","Not Worn"
"Male","058","Thrown Out","By Private","Not Worn"
"Male","023","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","022","Thrown Out","Treated at Hospital","Not Worn"
"Female","012","Unknown","Admitted to Hospital","Not Worn"
"Male","090","Unknown","Fatal","Not Worn"
"Male","022","Thrown Out","Admitted to Hospital","Not Worn"
"Male","021","Thrown Out","Admitted to Hospital","Not Worn"
"Male","076","Thrown Out","Treated at Hospital","Not Worn"
"Female","006","Unknown","Treated at Hospital","Not Worn"
"Female","060","Unknown","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Male","056","Thrown Out","By Private","Not Worn"
"Female","031","Unknown","Admitted to Hospital","Not Worn"
"Female","056","Unknown","Admitted to Hospital","Not Worn"
"Male","059","Thrown Out","Treated at Hospital","Not Worn"
"Male","057","Thrown Out","Admitted to Hospital","Not Worn"
"Male","054","Thrown Out","Treated at Hospital","Not Worn"
"Female","062","Thrown Out","Treated at Hospital","Not Worn"
"Male","060","Thrown Out","Fatal","Not Worn"
"Female","021","Thrown Out","Admitted to Hospital","Not Worn"
"Female","024","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Thrown Out","Admitted to Hospital","Not Worn"
"Male","075","Thrown Out","By Private","Not Worn"
"Male","031","Thrown Out","Treated at Hospital","Not Worn"
"Male","012","Thrown Out","Admitted to Hospital","Not Worn"
"Male","048","Thrown Out","Treated at Hospital","Not Worn"
"Male","019","Thrown Out","Treated at Hospital","Not Worn"
"Male","050","Thrown Out","Treated at Hospital","Not Worn"
"Male","039","Thrown Out","Treated at Hospital","Not Worn"
"Male","XXX","Thrown Out","Treated at Hospital","Not Worn"
"Male","046","Thrown Out","Admitted to Hospital","Not Worn"
"Male","045","Thrown Out","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Admitted to Hospital","Not Worn"
"Male","019","Thrown Out","Treated at Hospital","Not Worn"
"Male","074","Thrown Out","Treated at Hospital","Not Worn"
"Male","014","Thrown Out","Treated at Hospital","Not Worn"
"Male","044","Thrown Out","Treated at Hospital","Not Worn"
"Male","047","Thrown Out","Admitted to Hospital","Not Worn"
"Female","054","Thrown Out","Admitted to Hospital","Not Worn"
"Female","065","Thrown Out","Treated at Hospital","Not Worn"
"Male","076","Thrown Out","Treated at Hospital","Not Worn"
"Male","032","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","029","Thrown Out","Treated at Hospital","Not Worn"
"Male","034","Thrown Out","Treated at Hospital","Not Worn"
"Male","055","Thrown Out","Treated at Hospital","Not Worn"
"Unknown","XXX","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","050","Thrown Out","Treated at Hospital","Not Worn"
"Male","047","Thrown Out","Treated at Hospital","Not Worn"
"Male","XXX","Thrown Out","Treated at Hospital","Not Worn"
"Male","034","Thrown Out","Treated at Hospital","Not Worn"
"Male","068","Not Thrown Out","Fatal","Fitted - Not Worn"
"Male","026","Thrown Out","Treated at Hospital","Not Worn"
"Male","034","Thrown Out","Admitted to Hospital","Not Worn"
"Male","052","Unknown","By Private","Not Worn"
"Female","006","Unknown","Treated at Hospital","Not Worn"
"Male","005","Thrown Out","Treated at Hospital","Not Worn"
"Female","043","Thrown Out","Admitted to Hospital","Not Worn"
"Female","034","Unknown","Treated at Hospital","Not Worn"
"Male","017","Thrown Out","Treated at Hospital","Not Worn"
"Male","062","Thrown Out","Treated at Hospital","Not Worn"
"Male","032","Thrown Out","Treated at Hospital","Not Worn"
"Female","029","Unknown","Treated at Hospital","Not Worn"
"Male","031","Thrown Out","Treated at Hospital","Not Worn"
"Male","026","Thrown Out","Admitted to Hospital","Not Worn"
"Male","056","Thrown Out","By Private","Not Worn"
"Female","011","Thrown Out","Treated at Hospital","Not Worn"
"Male","027","Thrown Out","Treated at Hospital","Not Worn"
"Male","084","Unknown","Treated at Hospital","Not Worn"
"Female","047","Thrown Out","Fatal","Not Worn"
"Male","021","Unknown","Treated at Hospital","Not Worn"
"Male","006","Unknown","Admitted to Hospital","Not Worn"
"Male","050","Thrown Out","Fatal","Not Worn"
"Female","021","Unknown","Admitted to Hospital","Not Worn"
"Female","057","Thrown Out","Admitted to Hospital","Not Worn"
"Male","021","Thrown Out","Admitted to Hospital","Not Worn"
"Male","056","Thrown Out","By Private","Not Worn"
"Male","035","Thrown Out","Admitted to Hospital","Not Worn"
"Male","058","Thrown Out","Admitted to Hospital","Not Worn"
"Male","075","Thrown Out","Admitted to Hospital","Not Worn"
"Male","042","Thrown Out","Admitted to Hospital","Not Worn"
"Male","068","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","033","Thrown Out","By Private","Not Worn"
"Male","013","Thrown Out","Treated at Hospital","Not Worn"
"Male","058","Thrown Out","By Private","Not Worn"
"Male","038","Thrown Out","Treated at Hospital","Not Worn"
"Male","032","Thrown Out","By Private","Not Worn"
"Male","010","Unknown","Admitted to Hospital","Not Worn"
"Male","068","Thrown Out","Treated at Hospital","Not Worn"
"Female","031","Thrown Out","Treated at Hospital","Not Worn"
"Male","039","Unknown","Treated at Hospital","Not Worn"
"Male","053","Thrown Out","By Private","Not Worn"
"Female","030","Unknown","Treated at Hospital","Not Worn"
"Female","083","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","016","Thrown Out","Treated at Hospital","Not Worn"
"Male","065","Thrown Out","Treated at Hospital","Not Worn"
"Male","087","Unknown","Treated at Hospital","Not Worn"
"Male","015","Thrown Out","Treated at Hospital","Not Worn"
"Male","034","Thrown Out","Admitted to Hospital","Not Worn"
"Male","011","Thrown Out","Treated at Hospital","Not Worn"
"Male","031","Thrown Out","Treated at Hospital","Not Worn"
"Male","025","Thrown Out","Admitted to Hospital","Not Worn"
"Male","067","Thrown Out","Treated at Hospital","Not Worn"
"Male","040","Thrown Out","Treated at Hospital","Not Worn"
"Male","035","Thrown Out","Admitted to Hospital","Not Worn"
"Male","057","Unknown","Admitted to Hospital","Not Worn"
"Female","051","Thrown Out","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","Admitted to Hospital","Not Worn"
"Male","088","Unknown","Admitted to Hospital","Not Worn"
"Male","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","045","Thrown Out","Treated at Hospital","Not Worn"
"Male","074","Thrown Out","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","022","Thrown Out","Treated at Hospital","Not Worn"
"Male","016","Thrown Out","Admitted to Hospital","Not Worn"
"Female","066","Unknown","By Private","Not Worn"
"Male","021","Thrown Out","Treated at Hospital","Not Worn"
"Male","049","Thrown Out","Admitted to Hospital","Not Worn"
"Male","047","Thrown Out","By Private","Not Worn"
"Male","043","Unknown","Treated at Hospital","Not Worn"
"Male","024","Thrown Out","Admitted to Hospital","Not Worn"
"Male","038","Thrown Out","Treated at Hospital","Not Worn"
"Male","061","Thrown Out","Admitted to Hospital","Not Worn"
"Male","073","Thrown Out","Treated at Hospital","Not Worn"
"Male","057","Thrown Out","By Private","Not Worn"
"Female","016","Unknown","Treated at Hospital","Not Worn"
"Female","006","Not Thrown Out","Treated at Hospital","Child Restraint - Not Worn"
"Male","007","Not Thrown Out","Treated at Hospital","Child Restraint - Not Worn"
"Male","034","Thrown Out","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","Treated at Hospital","Not Worn"
"Male","016","Thrown Out","Admitted to Hospital","Not Worn"
"Male","019","Unknown","Treated at Hospital","Not Worn"
"Male","023","Thrown Out","Admitted to Hospital","Not Worn"
"Female","036","Not Thrown Out","By Private","Fitted - Not Worn"
"Male","022","Thrown Out","Treated at Hospital","Not Worn"
"Male","052","Thrown Out","Treated at Hospital","Not Worn"
"Male","069","Thrown Out","Admitted to Hospital","Not Worn"
"Male","049","Thrown Out","Admitted to Hospital","Not Worn"
"Male","008","Thrown Out","Treated at Hospital","Not Worn"
"Male","038","Thrown Out","Treated at Hospital","Not Worn"
"Male","078","Thrown Out","Admitted to Hospital","Not Worn"
"Male","071","Thrown Out","Admitted to Hospital","Not Worn"
"Female","011","Unknown","Treated at Hospital","Not Worn"
"Male","045","Thrown Out","Admitted to Hospital","Not Worn"
"Male","022","Thrown Out","Treated at Hospital","Not Worn"
"Male","045","Thrown Out","Admitted to Hospital","Not Worn"
"Male","017","Thrown Out","Treated at Hospital","Not Worn"
"Male","037","Unknown","Treated at Hospital","Not Worn"
"Male","054","Thrown Out","Treated at Hospital","Not Worn"
"Male","034","Not Thrown Out","Treated at Hospital","Not Fitted"
"Female","064","Unknown","Treated at Hospital","Not Worn"
"Male","030","Thrown Out","Treated at Hospital","Not Worn"
"Male","066","Thrown Out","By Private","Not Worn"
"Male","052","Thrown Out","Treated at Hospital","Not Worn"
"Male","043","Unknown","By Private","Not Worn"
"Male","048","Thrown Out","Treated at Hospital","Not Worn"
"Male","019","Thrown Out","Treated at Hospital","Not Worn"
"Male","039","Thrown Out","Treated at Hospital","Not Worn"
"Male","060","Thrown Out","Treated at Hospital","Not Worn"
"Male","060","Thrown Out","Treated at Hospital","Not Worn"
"Male","021","Thrown Out","Admitted to Hospital","Not Worn"
"Male","028","Thrown Out","Admitted to Hospital","Not Worn"
"Male","070","Thrown Out","Admitted to Hospital","Not Worn"
"Male","057","Thrown Out","Treated at Hospital","Not Worn"
"Male","027","Thrown Out","Admitted to Hospital","Not Worn"
"Male","043","Thrown Out","Treated at Hospital","Not Worn"
"Female","015","Unknown","Treated at Hospital","Not Worn"
"Male","019","Thrown Out","Fatal","Not Worn"
"Male","036","Thrown Out","Treated at Hospital","Not Worn"
"Male","042","Thrown Out","Treated at Hospital","Not Worn"
"Male","056","Thrown Out","Treated at Hospital","Not Worn"
"Male","019","Unknown","Treated at Hospital","Not Worn"
"Male","017","Unknown","Treated at Hospital","Not Worn"
"Female","059","Thrown Out","Treated at Hospital","Not Worn"
"Male","067","Thrown Out","Admitted to Hospital","Not Worn"
"Male","068","Thrown Out","Admitted to Hospital","Not Worn"
"Male","020","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Female","043","Unknown","Treated at Hospital","Not Worn"
"Male","062","Thrown Out","Treated at Hospital","Not Worn"
"Female","051","Unknown","Admitted to Hospital","Not Worn"
"Male","054","Thrown Out","By Private","Not Worn"
"Male","061","Thrown Out","Treated at Hospital","Not Worn"
"Male","025","Thrown Out","Treated at Hospital","Not Worn"
"Male","068","Thrown Out","Admitted to Hospital","Not Worn"
"Male","070","Unknown","Treated at Hospital","Not Worn"
"Male","011","Unknown","By Private","Not Worn"
"Male","038","Thrown Out","Treated at Hospital","Not Worn"
"Male","062","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","032","Thrown Out","Treated at Hospital","Not Worn"
"Male","062","Thrown Out","By Private","Not Worn"
"Male","051","Thrown Out","Fatal","Not Worn"
"Female","012","Thrown Out","Treated at Hospital","Not Worn"
"Male","019","Thrown Out","Admitted to Hospital","Not Worn"
"Male","048","Thrown Out","Treated at Hospital","Not Worn"
"Male","049","Thrown Out","Treated at Hospital","Not Worn"
"Female","006","Unknown","By Private","Not Worn"
"Male","050","Thrown Out","Admitted to Hospital","Not Worn"
"Female","032","Unknown","Treated at Hospital","Not Worn"
"Male","034","Unknown","Treated at Hospital","Not Worn"
"Male","037","Thrown Out","Treated at Hospital","Not Worn"
"Male","055","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","056","Thrown Out","Treated at Hospital","Not Worn"
"Female","065","Thrown Out","Admitted to Hospital","Not Worn"
"Female","063","Unknown","By Private","Not Worn"
"Male","052","Thrown Out","By Private","Not Worn"
"Male","050","Thrown Out","Treated at Hospital","Not Worn"
"Male","073","Unknown","Treated at Hospital","Not Worn"
"Male","016","Unknown","Admitted to Hospital","Not Worn"
"Male","038","Thrown Out","Treated at Hospital","Not Worn"
"Male","059","Thrown Out","Treated at Hospital","Not Worn"
"Male","006","Unknown","Treated at Hospital","Not Worn"
"Male","047","Unknown","Treated at Hospital","Not Worn"
"Male","020","Thrown Out","By Private","Not Worn"
"Male","077","Thrown Out","Treated at Hospital","Not Worn"
"Male","037","Thrown Out","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Male","019","Unknown","Treated at Hospital","Not Worn"
"Male","081","Unknown","Treated at Hospital","Not Worn"
"Male","065","Unknown","Admitted to Hospital","Not Worn"
"Male","053","Thrown Out","Treated at Hospital","Not Worn"
"Male","049","Thrown Out","Treated at Hospital","Not Worn"
"Female","056","Thrown Out","Treated at Hospital","Not Worn"
"Male","021","Thrown Out","Treated at Hospital","Not Worn"
"Male","052","Thrown Out","Treated at Hospital","Not Worn"
"Male","044","Thrown Out","Treated at Hospital","Not Worn"
"Male","057","Thrown Out","Treated at Hospital","Not Worn"
"Female","079","Unknown","Admitted to Hospital","Not Worn"
"Female","016","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","055","Thrown Out","By Private","Not Worn"
"Male","073","Unknown","Treated at Hospital","Not Worn"
"Female","089","Unknown","Admitted to Hospital","Not Worn"
"Male","015","Unknown","Treated at Hospital","Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Male","056","Thrown Out","Treated at Hospital","Not Worn"
"Male","036","Thrown Out","Admitted to Hospital","Not Worn"
"Male","025","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Female","017","Unknown","Admitted to Hospital","Not Worn"
"Female","037","Thrown Out","Treated at Hospital","Not Worn"
"Female","053","Thrown Out","Treated at Hospital","Not Worn"
"Male","055","Thrown Out","Treated at Hospital","Not Worn"
"Male","036","Thrown Out","Admitted to Hospital","Not Worn"
"Male","021","Thrown Out","By Private","Not Worn"
"Male","044","Thrown Out","Treated at Hospital","Not Worn"
"Male","020","Thrown Out","Admitted to Hospital","Not Worn"
"Male","014","Thrown Out","Treated at Hospital","Not Worn"
"Male","063","Thrown Out","By Private","Not Worn"
"Female","052","Thrown Out","By Private","Not Worn"
"Male","046","Thrown Out","By Private","Not Worn"
"Male","006","Unknown","Admitted to Hospital","Not Worn"
"Female","017","Thrown Out","Treated at Hospital","Not Worn"
"Male","019","Not Thrown Out","Admitted to Hospital","Not Applicable"
"Male","021","Thrown Out","Treated at Hospital","Not Worn"
"Male","050","Thrown Out","Treated at Hospital","Not Worn"
"Male","050","Thrown Out","By Private","Not Worn"
"Male","050","Thrown Out","Admitted to Hospital","Not Worn"
"Female","023","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","013","Thrown Out","Treated at Hospital","Not Worn"
"Male","060","Thrown Out","Treated at Hospital","Not Worn"
"Male","045","Thrown Out","Treated at Hospital","Not Worn"
"Male","058","Thrown Out","Admitted to Hospital","Not Worn"
"Female","048","Thrown Out","Treated at Hospital","Not Worn"
"Male","022","Thrown Out","Admitted to Hospital","Not Worn"
"Male","021","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Thrown Out","Admitted to Hospital","Not Worn"
"Female","034","Thrown Out","Treated at Hospital","Not Worn"
"Male","047","Unknown","By Private","Not Worn"
"Male","066","Thrown Out","Admitted to Hospital","Not Worn"
"Female","062","Thrown Out","Fatal","Not Worn"
"Male","024","Thrown Out","Admitted to Hospital","Not Worn"
"Female","029","Thrown Out","Treated at Hospital","Not Worn"
"Male","050","Thrown Out","Treated at Hospital","Not Worn"
"Male","053","Thrown Out","Treated at Hospital","Not Worn"
"Male","022","Thrown Out","Treated at Hospital","Not Worn"
"Male","025","Thrown Out","Treated at Hospital","Not Worn"
"Male","046","Thrown Out","Treated at Hospital","Not Worn"
"Male","046","Thrown Out","Admitted to Hospital","Not Worn"
"Female","047","Thrown Out","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","047","Thrown Out","Admitted to Hospital","Not Worn"
"Female","046","Not Thrown Out","By Private","Fitted - Not Worn"
"Male","047","Thrown Out","Treated at Hospital","Not Worn"
"Female","043","Thrown Out","Treated at Hospital","Not Worn"
"Male","054","Thrown Out","Treated at Hospital","Not Worn"
"Male","XXX","Unknown","Treated at Hospital","Not Worn"
"Male","010","Thrown Out","Admitted to Hospital","Not Worn"
"Male","036","Thrown Out","Admitted to Hospital","Not Worn"
"Male","062","Thrown Out","Treated at Hospital","Not Worn"
"Male","049","Thrown Out","Admitted to Hospital","Not Worn"
"Female","038","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","037","Thrown Out","Treated at Hospital","Not Worn"
"Male","049","Thrown Out","Admitted to Hospital","Not Worn"
"Male","064","Thrown Out","By Private","Not Worn"
"Male","031","Unknown","Fatal","Not Worn"
"Male","025","Thrown Out","Fatal","Fitted - Not Worn"
"Female","042","Thrown Out","Treated at Hospital","Not Worn"
"Male","035","Thrown Out","Admitted to Hospital","Not Worn"
"Male","004","Unknown","Treated at Hospital","Not Worn"
"Male","045","Thrown Out","Treated at Hospital","Not Worn"
"Female","024","Unknown","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","By Private","Not Worn"
"Male","062","Unknown","Treated at Hospital","Not Worn"
"Male","059","Thrown Out","Treated at Hospital","Not Worn"
"Male","044","Thrown Out","Admitted to Hospital","Not Worn"
"Male","051","Thrown Out","Treated at Hospital","Not Worn"
"Male","019","Thrown Out","Treated at Hospital","Not Worn"
"Female","055","Unknown","Treated at Hospital","Not Worn"
"Male","068","Thrown Out","Treated at Hospital","Not Worn"
"Male","031","Thrown Out","Admitted to Hospital","Not Worn"
"Male","056","Not Thrown Out","Fatal","Fitted - Not Worn"
"Male","057","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Female","037","Unknown","Fatal","Not Worn"
"Female","065","Unknown","Admitted to Hospital","Not Worn"
"Female","008","Thrown Out","Treated at Hospital","Not Worn"
"Male","060","Thrown Out","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","Admitted to Hospital","Not Worn"
"Female","077","Unknown","By Private","Not Worn"
"Male","042","Thrown Out","Admitted to Hospital","Not Worn"
"Male","047","Thrown Out","Admitted to Hospital","Not Worn"
"Female","047","Unknown","Treated at Hospital","Not Worn"
"Male","057","Thrown Out","Treated at Hospital","Not Worn"
"Male","068","Thrown Out","Treated at Hospital","Not Worn"
"Female","069","Thrown Out","Treated at Hospital","Not Worn"
"Male","067","Thrown Out","Admitted to Hospital","Not Worn"
"Male","022","Thrown Out","Admitted to Hospital","Not Worn"
"Male","026","Thrown Out","Admitted to Hospital","Not Worn"
"Male","052","Thrown Out","Treated at Hospital","Not Worn"
"Male","050","Thrown Out","Admitted to Hospital","Not Worn"
"Male","036","Thrown Out","Admitted to Hospital","Not Worn"
"Female","012","Thrown Out","Admitted to Hospital","Not Worn"
"Male","045","Thrown Out","Admitted to Hospital","Not Worn"
"Female","025","Unknown","Admitted to Hospital","Not Worn"
"Male","054","Thrown Out","Treated at Hospital","Not Worn"
"Female","053","Thrown Out","Admitted to Hospital","Not Worn"
"Male","032","Thrown Out","Admitted to Hospital","Not Worn"
"Male","070","Thrown Out","Treated at Hospital","Not Worn"
"Male","068","Thrown Out","Treated at Hospital","Not Worn"
"Male","045","Thrown Out","Treated at Hospital","Not Worn"
"Female","047","Unknown","Treated at Hospital","Not Worn"
"Male","025","Thrown Out","Admitted to Hospital","Not Worn"
"Male","026","Thrown Out","Treated at Hospital","Not Worn"
"Female","019","Thrown Out","Treated at Hospital","Not Worn"
"Male","067","Thrown Out","Treated at Hospital","Not Worn"
"Female","026","Thrown Out","By Private","Not Worn"
"Female","023","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","034","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","031","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","039","Thrown Out","By Private","Not Worn"
"Male","075","Unknown","Treated at Hospital","Not Worn"
"Male","063","Thrown Out","Admitted to Hospital","Not Worn"
"Female","047","Unknown","Treated at Hospital","Not Worn"
"Male","021","Thrown Out","Treated at Hospital","Not Worn"
"Male","XXX","Unknown","Treated at Hospital","Not Worn"
"Female","040","Thrown Out","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","Admitted to Hospital","Not Worn"
"Male","063","Thrown Out","Admitted to Hospital","Not Worn"
"Male","022","Thrown Out","Treated at Hospital","Not Worn"
"Male","053","Thrown Out","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","Treated at Hospital","Not Worn"
"Female","022","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","048","Thrown Out","Treated at Hospital","Not Worn"
"Male","035","Thrown Out","Admitted to Hospital","Not Worn"
"Male","026","Thrown Out","Treated at Hospital","Not Worn"
"Male","071","Thrown Out","Admitted to Hospital","Not Worn"
"Male","016","Thrown Out","Admitted to Hospital","Not Worn"
"Male","062","Thrown Out","By Private","Not Worn"
"Male","015","Thrown Out","Admitted to Hospital","Not Worn"
"Male","021","Thrown Out","Treated at Hospital","Not Worn"
"Male","050","Thrown Out","Admitted to Hospital","Not Worn"
"Male","033","Unknown","Admitted to Hospital","Not Worn"
"Male","068","Thrown Out","Admitted to Hospital","Not Worn"
"Male","056","Thrown Out","Treated at Hospital","Not Worn"
"Male","012","Thrown Out","Treated at Hospital","Not Worn"
"Male","066","Thrown Out","Treated at Hospital","Not Worn"
"Female","022","Unknown","Admitted to Hospital","Not Worn"
"Female","019","Unknown","Admitted to Hospital","Not Worn"
"Male","055","Thrown Out","Treated at Hospital","Not Worn"
"Male","021","Thrown Out","Treated at Hospital","Not Worn"
"Male","037","Thrown Out","Treated at Hospital","Not Worn"
"Female","027","Unknown","By Private","Not Worn"
"Male","048","Thrown Out","Treated at Hospital","Not Worn"
"Female","030","Thrown Out","By Private","Not Worn"
"Female","029","Thrown Out","Treated at Hospital","Not Worn"
"Female","054","Thrown Out","Treated at Hospital","Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Female","004","Unknown","Treated at Hospital","Not Worn"
"Male","026","Thrown Out","By Private","Not Worn"
"Male","046","Thrown Out","Treated at Hospital","Not Worn"
"Male","022","Thrown Out","Fatal","Not Worn"
"Male","044","Thrown Out","Admitted to Hospital","Not Worn"
"Male","065","Thrown Out","Treated at Hospital","Not Worn"
"Male","039","Thrown Out","Treated at Hospital","Not Worn"
"Female","077","Unknown","By Private","Not Worn"
"Male","035","Thrown Out","Admitted to Hospital","Not Worn"
"Female","017","Thrown Out","By Private","Not Worn"
"Male","049","Thrown Out","Admitted to Hospital","Not Worn"
"Male","045","Thrown Out","Admitted to Hospital","Not Worn"
"Male","051","Thrown Out","Admitted to Hospital","Not Worn"
"Male","029","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","016","Thrown Out","Treated at Hospital","Not Worn"
"Male","012","Thrown Out","Treated at Hospital","Not Worn"
"Male","029","Thrown Out","Admitted to Hospital","Not Worn"
"Male","036","Thrown Out","Admitted to Hospital","Not Worn"
"Male","016","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","030","Thrown Out","Treated at Hospital","Not Worn"
"Male","053","Thrown Out","Admitted to Hospital","Not Worn"
"Male","023","Thrown Out","By Private","Not Worn"
"Male","016","Thrown Out","Treated at Hospital","Not Worn"
"Male","046","Thrown Out","Treated at Hospital","Not Worn"
"Female","047","Thrown Out","Treated at Hospital","Not Worn"
"Male","065","Thrown Out","Admitted to Hospital","Not Worn"
"Male","039","Thrown Out","Admitted to Hospital","Not Worn"
"Male","064","Thrown Out","Admitted to Hospital","Not Worn"
"Female","046","Unknown","Admitted to Hospital","Not Worn"
"Male","063","Thrown Out","By Private","Not Worn"
"Male","073","Thrown Out","Treated at Hospital","Not Worn"
"Male","052","Thrown Out","Treated at Hospital","Not Worn"
"Female","043","Thrown Out","Treated at Hospital","Not Worn"
"Male","053","Thrown Out","Treated at Hospital","Not Worn"
"Male","050","Thrown Out","Treated at Hospital","Not Worn"
"Male","074","Thrown Out","By Private","Not Worn"
"Male","015","Unknown","Treated at Hospital","Not Worn"
"Female","078","Unknown","Treated at Hospital","Not Worn"
"Female","060","Thrown Out","By Private","Not Worn"
"Male","026","Thrown Out","Admitted to Hospital","Not Worn"
"Male","021","Thrown Out","Treated at Hospital","Not Worn"
"Male","059","Thrown Out","By Private","Not Worn"
"Female","032","Unknown","By Private","Not Worn"
"Male","012","Thrown Out","Admitted to Hospital","Not Worn"
"Female","043","Thrown Out","Treated at Hospital","Not Worn"
"Female","031","Thrown Out","Treated at Hospital","Not Worn"
"Male","015","Thrown Out","By Private","Not Worn"
"Male","048","Thrown Out","Treated at Hospital","Not Worn"
"Male","038","Thrown Out","Treated at Hospital","Not Worn"
"Male","056","Thrown Out","Treated at Hospital","Not Worn"
"Female","031","Unknown","By Private","Not Worn"
"Female","006","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","087","Thrown Out","Treated at Hospital","Not Worn"
"Male","046","Thrown Out","Fatal","Fitted - Not Worn"
"Female","053","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","030","Unknown","Treated at Hospital","Not Worn"
"Male","074","Thrown Out","Treated at Hospital","Not Worn"
"Female","046","Unknown","By Private","Not Worn"
"Male","056","Thrown Out","Treated at Hospital","Not Worn"
"Female","024","Thrown Out","Admitted to Hospital","Not Worn"
"Male","013","Unknown","Treated at Hospital","Not Worn"
"Male","013","Thrown Out","Treated at Hospital","Not Worn"
"Male","057","Thrown Out","By Private","Not Worn"
